audit_id,sample_group,signal_id,title,summary,source_type,platform,published_at,url,score,relevance,relevance_level,matched_pillars,matched_topics,rule_flags,keywords,topics,human_label,centrality,domain_fit,human_notes
audit_012,relevant,sig_5c438996a228,Our commitment to community safety,"Learn how OpenAI protects community safety in ChatGPT through model safeguards, misuse detection, policy enforcement, and collaboration with safety experts.",rss,rss,"Tue, 28 Apr 2026 00:00:00 GMT",https://openai.com/index/our-commitment-to-community-safety,54.5,True,borderline,AI,AI,no_brand_promise_match | generic_ai_evidence,ChatGPT | OpenAI,AI | generative AI | AI applications,,,,
audit_013,relevant,sig_27ea27921c91,Introduction to Graph Machine Learning,,rss,rss,"Tue, 03 Jan 2023 00:00:00 GMT",https://huggingface.co/blog/intro-graphml,60.5,True,borderline,AI,AI | machine learning,no_brand_promise_match,machine learning,machine learning | AI,,,,
audit_014,relevant,sig_fd5846273a8d,Sora System Card,"Sora is OpenAI’s video generation model, designed to take text, image, and video inputs and generate a new video as an output. Sora builds on learnings from DALL-E and GPT models, and is designed to give people expanded tools for storytelling and creative expression.",rss,rss,"Mon, 09 Dec 2024 00:00:00 GMT",https://openai.com/index/sora-system-card,60.5,True,borderline,AI,AI,no_brand_promise_match | generic_ai_evidence,GPT | OpenAI,AI | generative AI,,,,
audit_015,relevant,sig_ebf6c567af54,Multi-Goal Reinforcement Learning: Challenging robotics environments and request for research,,rss,rss,"Mon, 26 Feb 2018 08:00:00 GMT",https://openai.com/index/multi-goal-reinforcement-learning,40.0,True,borderline,,robotics,no_pillar_match | no_brand_promise_match,robotics,robotics,,,,
audit_016,relevant,sig_062c3b84b8c0,Surging developer productivity with custom GPTs,"Paf adopted ChatGPT Enterprise across its entire company, with engineers using custom GPTs on a daily basis to speed up routine development tasks. Paf also integrated ChatGPT Enterprise into the grit:lab coding academy (gritlab.ax), training the next generation of software developers using an AI-augmented, systems-architecture mindset from day one. In addition to the wide range of use cases for developers and grit:lab students, 70% of Paf employees actively use ChatGPT Enterprise, spanning business teams like finance, HR, marketing, and customer support.",rss,rss,"Tue, 18 Jun 2024 08:45:00 GMT",https://openai.com/index/paf,72.5,True,relevant,AI,AI | software,no_brand_promise_match,AI | ChatGPT | software | developer | developers | coding,AI | software | generative AI | AI applications,,,,
audit_017,relevant,sig_ba8277c195dd,How people are using ChatGPT,"New research from the largest study of ChatGPT use shows how the tool creates economic value through both personal and professional use. Adoption is broadening beyond early users, closing gaps and making AI a part of everyday life.",rss,rss,"Mon, 15 Sep 2025 03:00:00 GMT",https://openai.com/index/how-people-are-using-chatgpt,60.5,True,borderline,AI,AI,no_brand_promise_match | generic_ai_evidence,AI | ChatGPT,AI | generative AI | AI applications,,,,
audit_018,relevant,sig_4ebb7750af74,Introducing GPT-5.2,"GPT-5.2 is our most advanced frontier model for everyday professional work, with state-of-the-art reasoning, long-context understanding, coding, and vision. Use it in ChatGPT and the OpenAI API to power faster, more reliable agentic workflows.",rss,rss,"Thu, 11 Dec 2025 00:00:00 GMT",https://openai.com/index/introducing-gpt-5-2,60.5,True,borderline,AI,AI,no_brand_promise_match | generic_ai_evidence,ChatGPT | GPT | GPT-5 | agentic | coding | API | workflows | OpenAI,AI | generative AI | AI applications | AI agents,,,,
audit_019,relevant,sig_936feda07b2d,OpenAI frontier models and Codex are now available on AWS,"OpenAI frontier models and Codex are now generally available on AWS, giving enterprises a new path to build with OpenAI through the AWS environments, controls, and procurement workflows they already use. Customers can get started with OpenAI on AWS and move faster from evaluation to production.",rss,rss,"Mon, 01 Jun 2026 10:00:00 GMT",https://openai.com/index/openai-frontier-models-and-codex-are-now-available-on-aws,72.5,True,relevant,AI,AI | software,no_brand_promise_match,Codex | AWS | workflows | OpenAI,AI | AI coding | developer tools | software,,,,
audit_020,relevant,sig_a8c7fac722ca,Beyond rate limits: scaling access to Codex and Sora,"How OpenAI built a real-time access system combining rate limits, usage tracking, and credits to power continuous access to Sora and Codex.",rss,rss,"Fri, 13 Feb 2026 09:00:00 GMT",https://openai.com/index/beyond-rate-limits,72.5,True,relevant,AI,AI | software,no_brand_promise_match,Codex | OpenAI,AI | AI coding | developer tools | software,,,,
audit_021,relevant,sig_44b68768d299,Is it agentic enough? Benchmarking open models on your own tooling,,rss,rss,"Thu, 18 Jun 2026 00:00:00 GMT",https://huggingface.co/blog/is-it-agentic-enough,57.5,True,borderline,AI,AI,no_brand_promise_match | no_specific_topic_evidence | generic_ai_evidence,agentic,AI | AI agents,,,,
audit_022,relevant,sig_8c2e82b3a74c,Playco cut manual fixes 50% prototyping games with GPT-6 Astra,"Using GPT-6 Astra, Playco built three themed game prototypes from one grey box foundation and reported 50% fewer manual fixes than with the previous model.",rss,rss,"Thu, 03 Sep 2026 12:00:00 GMT",https://openai.com/index/playco-game-prototyping-with-astra,54.5,True,borderline,AI,AI,no_brand_promise_match | generic_ai_evidence,GPT | GPT-6,AI | generative AI,,,,
audit_023,relevant,sig_c335af993d69,Google Cloud C4 Brings a 70% TCO improvement on GPT OSS with Intel and Hugging Face,,rss,rss,"Thu, 16 Oct 2025 00:00:00 GMT",https://huggingface.co/blog/gpt-oss-on-intel-xeon,54.5,True,borderline,AI,AI,no_brand_promise_match | generic_ai_evidence,GPT | Intel | cloud | Google Cloud | Google | Hugging Face,AI | generative AI,,,,
audit_024,relevant,sig_f862f92df2ca,Netomi’s lessons for scaling agentic systems into the enterprise,"How Netomi scales enterprise AI agents using GPT-4.1 and GPT-5.2—combining concurrency, governance, and multi-step reasoning for reliable production workflows.",rss,rss,"Thu, 08 Jan 2026 00:00:00 GMT",https://openai.com/index/netomi,72.5,True,relevant,AI,AI | software,no_brand_promise_match,AI | GPT | GPT-5 | AI agents | agentic | agents | workflows,AI | AI agents | generative AI | software,,,,
audit_025,relevant,sig_67e0bf595f99,GPT-4,"We’ve created GPT-4, the latest milestone in OpenAI’s effort in scaling up deep learning. GPT-4 is a large multimodal model (accepting image and text inputs, emitting text outputs) that, while less capable than humans in many real-world scenarios, exhibits human-level performance on various professional and academic benchmarks.",rss,rss,"Tue, 14 Mar 2023 07:00:00 GMT",https://openai.com/index/gpt-4-research,66.5,True,relevant,AI,AI | machine learning,no_brand_promise_match,deep learning | GPT | OpenAI,AI | generative AI | machine learning,,,,
audit_026,borderline,sig_6d3e4fed5812,“Data Center Bandwagon” Campaign: US-targeted influence activity,OpenAI banned a likely PRC-origin cluster using AI to generate social media content criticizing US data centers and AI infrastructure.,rss,rss,"Mon, 01 Jun 2026 00:00:00 GMT",https://openai.com/index/disrupting-malicious-uses-of-ai-data-center-bandwagon,54.5,False,borderline,AI,AI,no_brand_promise_match | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_027,borderline,sig_eb7f9ab92fce,Dota 2,"We’ve created a bot which beats the world’s top professionals at 1v1 matches of Dota 2 under standard tournament rules. The bot learned the game from scratch by self-play, and does not use imitation learning or tree search. This is a step towards building AI systems which accomplish well-defined goals in messy, complicated situations involving real humans.",rss,rss,"Fri, 11 Aug 2017 07:00:00 GMT",https://openai.com/index/dota-2,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_028,borderline,sig_e47590bbd3d6,Introducing the Teen Safety Blueprint,"Discover OpenAI’s Teen Safety Blueprint—a roadmap for building AI responsibly with safeguards, age-appropriate design, and collaboration to protect and empower young people online.",rss,rss,"Thu, 06 Nov 2025 00:00:00 GMT",https://openai.com/index/introducing-the-teen-safety-blueprint,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_029,borderline,sig_9d903c87b390,OpenAI Residency,"As part of our effort to support and develop AI talent, we’re excited to announce the OpenAI Residency.",rss,rss,"Tue, 30 Nov 2021 08:00:00 GMT",https://openai.com/index/openai-residency,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_030,borderline,sig_3abe77794018,Detecting and reducing scheming in AI models,Apollo Research and OpenAI developed evaluations for hidden misalignment (“scheming”) and found behaviors consistent with scheming in controlled tests across frontier models. The team shared concrete examples and stress tests of an early method to reduce scheming.,rss,rss,"Wed, 17 Sep 2025 00:00:00 GMT",https://openai.com/index/detecting-and-reducing-scheming-in-ai-models,54.5,False,borderline,AI,AI,no_brand_promise_match | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_031,borderline,sig_886a0076378e,GGML and llama.cpp join HF to ensure the long-term progress of Local AI,,rss,rss,"Fri, 20 Feb 2026 00:00:00 GMT",https://huggingface.co/blog/ggml-joins-hf,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_032,borderline,sig_51f99d422ab6,Introducing OpenAI for Countries,A new initiative to support countries around the world that want to build on democratic AI rails.,rss,rss,"Wed, 07 May 2025 03:00:00 GMT",https://openai.com/global-affairs/openai-for-countries,54.5,False,borderline,AI,AI,no_brand_promise_match | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_033,borderline,sig_f8692fe527d1,"Teen safety, freedom, and privacy","Explore OpenAI’s approach to balancing teen safety, freedom, and privacy in AI use.",rss,rss,"Tue, 16 Sep 2025 06:00:00 GMT",https://openai.com/index/teen-safety-freedom-and-privacy,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_034,borderline,sig_5f14c76491a6,EMEA Youth & Wellbeing Grant,"Apply for the EMEA Youth & Wellbeing Grant, a €500,000 program funding NGOs and researchers advancing youth safety and wellbeing in the age of AI.",rss,rss,"Wed, 28 Jan 2026 01:00:00 GMT",https://openai.com/index/emea-youth-and-wellbeing-grant,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_035,borderline,sig_da8a1eef090c,"Operation ""Zero Zeno"": Israel-linked influence activity","OpenAI banned accounts linked to a previously unreprorted Israel-origin operation we dubbed “Zero Zeno,” using AI to generate anti-Hamas, anti-Qatar, pro-Israel, anti-BJP, and pro-Histadrut content.",rss,rss,"Wed, 01 May 2024 00:00:00 GMT",https://openai.com/index/disrupting-malicious-uses-of-ai-zero-zeno,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_036,borderline,sig_14d1f4840c17,Uber uses OpenAI to help people earn smarter and book faster,Uber uses OpenAI to power AI assistants and voice features that help drivers earn smarter and riders book faster across a global real-time marketplace.,rss,rss,"Wed, 06 May 2026 00:00:00 GMT",https://openai.com/index/uber,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_037,borderline,sig_cf2a43ec0389,Creating websites in minutes with AI Website Builder,"Wix’s AI Website Builder, powered by OpenAI, lets anyone create a full website in minutes—just by describing their idea in a conversation.",rss,rss,"Thu, 29 May 2025 00:00:00 GMT",https://openai.com/index/wix,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_038,borderline,sig_bfb22a6283ba,How AI training scales,"We’ve discovered that the gradient noise scale, a simple statistical metric, predicts the parallelizability of neural network training on a wide range of tasks. Since complex tasks tend to have noisier gradients, increasingly large batch sizes are likely to become useful in the future, removing one potential limit to further growth of AI systems. More broadly, these results show that neural network training need not be considered a mysterious art, but can be rigorized and systematized.",rss,rss,"Fri, 14 Dec 2018 08:00:00 GMT",https://openai.com/index/how-ai-training-scales,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_039,borderline,sig_57804aa01d64,AI powers Expedia’s marketing evolution,"A conversation with Jochen Koedijk, Chief Marketing Officer of Expedia Group.",rss,rss,"Wed, 14 May 2025 10:00:00 GMT",https://openai.com/index/expedia-jochen-koedijk,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_040,borderline,sig_1a30656716cc,OpenAI and Hugging Face partner to address security incident during model evaluation,"OpenAI and Hugging Face share early findings from a security incident during AI model evaluation, highlighting advanced cyber capabilities and lessons for defenders.",rss,rss,"Tue, 21 Jul 2026 07:00:00 GMT",https://openai.com/index/hugging-face-model-evaluation-security-incident,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | security | OpenAI | Hugging Face,AI,,,,
audit_041,borderline,sig_147fd5357126,Introducing LifeSciBench,"Introducing LifeSciBench, an expert-authored, expert-reviewed benchmark for evaluating how AI systems handle real-world life science research tasks and decisions.",rss,rss,"Wed, 17 Jun 2026 00:00:00 GMT",https://openai.com/index/introducing-life-sci-bench,54.5,False,borderline,AI,AI,no_brand_promise_match | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_042,borderline,sig_8f38ef98d088,Democratizing AI Safety with RiskRubric.ai,,rss,rss,"Thu, 18 Sep 2025 00:00:00 GMT",https://huggingface.co/blog/riskrubric,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_043,borderline,sig_2e427cb4d8ac,Uber enables outstanding on-demand experiences with AI,"A conversation with Jai Malkani, Head of AI and Product, Customer Obsession at Uber.",rss,rss,"Thu, 20 Feb 2025 10:00:00 GMT",https://openai.com/index/uber-enables-outstanding-experiences,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_044,borderline,sig_1067977cd672,Operation “A2Z”: Multilingual influence activity,"OpenAI banned “A2Z” accounts using AI to generate multilingual influence content about elections, Ukraine, and politics across platforms.",rss,rss,"Tue, 01 Oct 2024 00:00:00 GMT",https://openai.com/index/disrupting-malicious-uses-of-ai-a2z,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | platforms | OpenAI,AI,,,,
audit_045,borderline,sig_50d89aaf0de8,Patch the Planet: a Daybreak initiative to support open source maintainers,"OpenAI introduces Patch the Planet, a Daybreak initiative helping open-source maintainers find, validate, and fix vulnerabilities with AI and expert review.",rss,rss,"Mon, 22 Jun 2026 10:00:00 GMT",https://openai.com/index/patch-the-planet,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_046,borderline,sig_87df49cb915c,An OpenAI model has disproved a central conjecture in discrete geometry,"An OpenAI model solved the 80-year-old unit distance problem, disproving a major conjecture in discrete geometry and marking a milestone in AI-driven mathematics.",rss,rss,"Wed, 20 May 2026 00:00:00 GMT",https://openai.com/index/model-disproves-discrete-geometry-conjecture,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_047,borderline,sig_3614b479c989,AI Policy @🤗: Open ML Considerations in the EU AI Act,,rss,rss,"Mon, 24 Jul 2023 00:00:00 GMT",https://huggingface.co/blog/eu-ai-act-oss,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_048,borderline,sig_7c705c9f425f,Combating online child sexual exploitation & abuse,"Discover how OpenAI combats online child sexual exploitation and abuse with strict usage policies, advanced detection tools, and industry collaboration to block, report, and prevent AI misuse.",rss,rss,"Mon, 29 Sep 2025 03:00:00 GMT",https://openai.com/index/combating-online-child-sexual-exploitation-abuse,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI | OpenAI,AI,,,,
audit_049,borderline,sig_5620ddd407c6,Our response to the UK’s copyright consultation,Recommendations for pro-innovation policies that can help make the UK the AI capital of Europe.,rss,rss,"Wed, 02 Apr 2025 07:00:00 GMT",https://openai.com/global-affairs/response-to-uk-copyright-consultation,45.5,False,borderline,AI,AI,no_brand_promise_match | weak_context | no_specific_topic_evidence | generic_ai_evidence,AI,AI,,,,
audit_050,borderline,sig_673ec2b72bac,Strengthening Singapore’s AI Future: A New National Partnership,"Google DeepMind and Singapore partner to apply frontier AI to address complex challenges across health, education, and sustainability and more.",rss,rss,"Sat, 16 May 2026 09:13:34 +0000",https://deepmind.google/blog/strengthening-singapores-ai-future-a-new-national-partnership/,54.5,False,borderline,AI,AI,no_brand_promise_match | no_specific_topic_evidence | generic_ai_evidence,AI | Google | Google DeepMind,AI,,,,
audit_051,filtered_tech,sig_437fe0352db3,Learning to communicate,In this post we’ll outline new OpenAI research in which agents develop their own language.,rss,rss,"Thu, 16 Mar 2017 07:00:00 GMT",https://openai.com/index/learning-to-communicate,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context,agents | OpenAI,,,,,
audit_052,filtered_tech,sig_6b3875bb3b26,Spinning Up in Deep RL: Workshop review,"On February 2, we held our first Spinning Up Workshop as part of our new education initiative at OpenAI.",rss,rss,"Tue, 26 Feb 2019 08:00:00 GMT",https://openai.com/index/spinning-up-in-deep-rl-workshop-review,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,OpenAI,,,,,
audit_053,filtered_tech,sig_4cbc9391292e,Build a Domain-Specific Embedding Model in Under a Day,,rss,rss,"Fri, 20 Mar 2026 19:38:16 GMT",https://huggingface.co/blog/nvidia/domain-specific-embedding-finetune,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,,,,,,
audit_054,filtered_tech,sig_d6e4417503e3,OpenAI o1-mini,Advancing cost-efficient reasoning,rss,rss,"Thu, 12 Sep 2024 10:01:00 GMT",https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,OpenAI,,,,,
audit_055,filtered_tech,sig_fd0c3d786eb0,Make your ZeroGPU Spaces go brrr with ahead-of-time compilation,,rss,rss,"Tue, 02 Sep 2025 00:00:00 GMT",https://huggingface.co/blog/zerogpu-aoti,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,,,,,,
audit_056,filtered_tech,sig_931f4b6f7462,OpenAI announces new members to board of directors,"Dr. Sue Desmond-Hellmann, Nicole Seligman, Fidji Simo join; Sam Altman rejoins board",rss,rss,"Fri, 08 Mar 2024 08:00:00 GMT",https://openai.com/index/openai-announces-new-members-to-board-of-directors,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,OpenAI,,,,,
audit_057,filtered_tech,sig_a0792c725d5d,Implicit generation and generalization methods for energy-based models,"We’ve made progress towards stable and scalable training of energy-based models (EBMs) resulting in better sample quality and generalization ability than existing models. Generation in EBMs spends more compute to continually refine its answers and doing so can generate samples competitive with GANs at low temperatures, while also having mode coverage guarantees of likelihood-based models. We hope these findings stimulate further research into this promising class of models.",rss,rss,"Thu, 21 Mar 2019 07:00:00 GMT",https://openai.com/index/energy-based-models,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,,,,,,
audit_058,filtered_tech,sig_63243d7debe4,"Optimum+ONNX Runtime - Easier, Faster training for your Hugging Face models",,rss,rss,"Tue, 24 Jan 2023 00:00:00 GMT",https://huggingface.co/blog/optimum-onnxruntime-training,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,Hugging Face,,,,,
audit_059,filtered_tech,sig_b86d512ed561,OpenAI Five Benchmark: Results,"Yesterday, OpenAI Five won a best-of-three against a team of 99.95th percentile Dota players: Blitz, Cap, Fogged, Merlini, and MoonMeander—four of whom have played Dota professionally—in front of a live audience and 100,000 concurrent livestream viewers.",rss,rss,"Mon, 06 Aug 2018 07:00:00 GMT",https://openai.com/index/openai-five-benchmark-results,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,OpenAI,,,,,
audit_060,filtered_tech,sig_7bfd4ba16134,OpenAI Deutschland,,rss,rss,"Thu, 22 May 2025 23:00:00 GMT",https://openai.com/index/openai-deutschland,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,OpenAI,,,,,
audit_061,filtered_tech,sig_f7af379683d2,MosaicLeaks: Can your research agent keep a secret?,,rss,rss,"Thu, 18 Jun 2026 18:13:13 GMT",https://huggingface.co/blog/ServiceNow/mosaicleaks,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,agent,,,,,
audit_062,filtered_tech,sig_4a8b0ea3d9d6,Evolving OpenAI’s structure,"An update from the OpenAI board on transitioning its for-profit entity to a Public Benefit Corporation, reinforcing its mission-driven structure under nonprofit oversight while enabling greater impact and long-term alignment with the public good.",rss,rss,"Mon, 05 May 2025 11:00:00 GMT",https://openai.com/index/evolving-our-structure,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context | no_specific_topic_evidence,OpenAI,,,,,
audit_063,filtered_tech,sig_71792fb39c25,Visualize and understand GPU memory in PyTorch,,rss,rss,"Tue, 24 Dec 2024 00:00:00 GMT",https://huggingface.co/blog/train_memory,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context,GPU,hardware | chips,,,,
audit_064,filtered_tech,sig_062e82bf7fda,ScreenSuite - The most comprehensive evaluation suite for GUI Agents!,,rss,rss,"Fri, 06 Jun 2025 00:00:00 GMT",https://huggingface.co/blog/screensuite,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context,agents,,,,,
audit_065,filtered_tech,sig_6e2f9670299a,From Zero to GPU: A Guide to Building and Scaling Production-Ready CUDA Kernels,,rss,rss,"Mon, 18 Aug 2025 00:00:00 GMT",https://huggingface.co/blog/kernel-builder,0.0,False,irrelevant,,,no_pillar_match | no_topic_match | no_audience_match | no_brand_promise_match | weak_context,GPU,hardware | chips,,,,
